Taxa,Year,Quantity,Frequency,Kingdom,Phylum,Class,Order,Family,Genus,Species
Hemigrammus bleheri,2015,2465,8,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus bleheri
Hemigrammus bleheri,2016,3790,12,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus bleheri
Hemigrammus bleheri,2017,4750,11,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus bleheri
Hemigrammus bleheri,2018,6300,14,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus bleheri
Hemigrammus bleheri,2019,4310,13,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus bleheri
Hemigrammus erythrozonus,2015,2300,7,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus erythrozonus
Hemigrammus erythrozonus,2016,3250,13,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus erythrozonus
Hemigrammus erythrozonus,2017,1200,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus erythrozonus
Hemigrammus erythrozonus,2018,5500,13,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus erythrozonus
Hemigrammus erythrozonus,2019,3625,8,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus erythrozonus
Hemigrammus ocellifer,2015,200,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus ocellifer
Hemigrammus ocellifer,2016,450,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus ocellifer
Hemigrammus ocellifer,2017,600,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus ocellifer
Hemigrammus ocellifer,2018,800,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus ocellifer
Hemigrammus pulcher,2015,100,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus pulcher
Hemigrammus rhodostomus,2016,385,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus rhodostomus
Hemigrammus rhodostomus,2017,666,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus rhodostomus
Hemigrammus rhodostomus,2018,2500,9,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus rhodostomus
Hemigrammus rhodostomus,2019,1000,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Hemigrammus rhodostomus
Hemigymnus melapterus,2019,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Hemigymnus,Hemigymnus melapterus
Hemiodus gracilis,2015,50,1,Animalia,Chordata,Actinopterygii,Characiformes,Hemiodontidae,Hemiodus,Hemiodus gracilis
Hemitaurichthys polylepis,2015,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis
Hemitaurichthys polylepis,2017,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis
Hemitaurichthys polylepis,2019,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys polylepis
Hemitaurichthys zoster,2015,6,3,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys zoster
Hemitaurichthys zoster,2016,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Hemitaurichthys zoster
Heniochus acuminatus,2015,28,6,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus acuminatus
Heniochus acuminatus,2016,55,17,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus acuminatus
Heniochus acuminatus,2017,57,10,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus acuminatus
Heniochus acuminatus,2018,29,7,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus acuminatus
Heniochus acuminatus,2019,5,2,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus acuminatus
Heniochus chrysostomus,2015,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus chrysostomus
Heniochus chrysostomus,2016,4,2,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus chrysostomus
Heniochus chrysostomus,2017,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus chrysostomus
Heniochus diphreutes,2016,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus diphreutes
Heniochus monoceros,2015,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus monoceros
Heniochus singularius,2017,10,3,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus singularius
Heniochus singularius,2018,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus singularius
Heniochus singularius,2019,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus singularius
Heniochus varius,2015,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus varius
Heniochus varius,2016,5,3,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus varius
Heniochus varius,2017,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Heniochus varius
Herichthys carpintis,2019,60,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Herichthys,Herichthys carpintis
Herichthys cyanoguttatus,2015,15,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Herichthys,Herichthys cyanoguttatus
Herichthys cyanoguttatus,2018,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Herichthys,Herichthys cyanoguttatus
Heros severus,2016,15,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Heros,Heros severus
Heros severus,2018,40,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Heros,Heros severus
Heros severus,2019,135,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Heros,Heros severus
Heteractis aurora,2015,18,5,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora
Heteractis aurora,2016,61,12,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora
Heteractis aurora,2018,6,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis aurora
Heteractis magnifica,2015,4,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica
Heteractis magnifica,2016,13,2,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica
Heteractis malu,2015,19,4,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis malu
Heteractis malu,2016,30,5,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis malu
Heteractis sp.,2015,10,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,NA
Heteractis sp.,2016,20,4,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,NA
Heteractis sp.,2017,6,3,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,NA
Hippocampus comes,2019,60,12,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus comes
Hippocampus reidi,2019,80,8,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus reidi
Holacanthus ciliaris,2016,2,2,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus ciliaris
Holacanthus passer,2015,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus passer
Homophyllia australis,2016,9,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Homophyllia,Homophyllia australis
Homophyllia bowerbanki,2015,4,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Homophyllia,Homophyllia bowerbanki
Hydnophora exesa,2017,4,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Hydnophora exesa
Hydnophora rigida,2015,3,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Hydnophora rigida
Hydnophora rigida,2017,4,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Hydnophora rigida
Hydnophora rigida,2018,5,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,Hydnophora rigida
Hydnophora sp.,2017,5,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,NA
Hydrozoanthus gracilis,2016,8,1,Animalia,Cnidaria,Anthozoa,Zoantharia,Hydrozoanthidae,Hydrozoanthus,Hydrozoanthus gracilis
Hypancistrus debilittera,2018,17,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,Hypancistrus debilittera
Hypancistrus sp.,2015,30,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,NA
Hypancistrus sp.,2016,192,5,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,NA
Hypancistrus sp.,2017,20,2,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,NA
Hypancistrus sp.,2018,2,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,NA
Hypancistrus zebra,2015,30,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,Hypancistrus zebra
Hypancistrus zebra,2016,30,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,Hypancistrus zebra
Hypancistrus zebra,2018,30,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,Hypancistrus zebra
Hyphessobrycon amandae,2015,400,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon amandae
Hyphessobrycon amandae,2016,1100,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon amandae
Hyphessobrycon amandae,2017,400,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon amandae
Hyphessobrycon amandae,2018,1200,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon amandae
Hyphessobrycon amandae,2019,700,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon amandae
Hyphessobrycon anisitsi,2018,225,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon anisitsi
Hyphessobrycon anisitsi,2019,250,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon anisitsi
Hyphessobrycon bentosi,2015,1260,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon bentosi
Hyphessobrycon bentosi,2016,210,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon bentosi
Hyphessobrycon bentosi,2017,450,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon bentosi
Hyphessobrycon bentosi,2019,440,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon bentosi
Hyphessobrycon columbianus,2018,190,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon columbianus
Hyphessobrycon columbianus,2019,600,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon columbianus
Hyphessobrycon eques,2015,560,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques
Hyphessobrycon eques,2016,800,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques
Hyphessobrycon eques,2017,500,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques
Hyphessobrycon eques,2018,2525,10,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques
Hyphessobrycon eques,2019,905,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon eques
Hyphessobrycon erythrostigma,2015,610,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon erythrostigma
Hyphessobrycon erythrostigma,2016,200,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon erythrostigma
Hyphessobrycon erythrostigma,2017,200,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon erythrostigma
Hyphessobrycon erythrostigma,2018,124,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon erythrostigma
Hyphessobrycon flammeus,2015,500,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon flammeus
Hyphessobrycon flammeus,2016,335,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon flammeus
Hyphessobrycon flammeus,2018,850,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon flammeus
Hyphessobrycon flammeus,2019,506,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon flammeus
Hyphessobrycon herbertaxelrodi,2015,2160,6,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
Hyphessobrycon herbertaxelrodi,2016,3100,9,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
Hyphessobrycon herbertaxelrodi,2017,1500,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
Hyphessobrycon herbertaxelrodi,2018,2750,5,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
Hyphessobrycon herbertaxelrodi,2019,1700,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon herbertaxelrodi
Hyphessobrycon megalopterus,2015,330,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon megalopterus
Hyphessobrycon megalopterus,2016,470,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon megalopterus
Hyphessobrycon megalopterus,2017,690,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon megalopterus
Hyphessobrycon megalopterus,2018,1950,8,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon megalopterus
Hyphessobrycon megalopterus,2019,1000,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon megalopterus
Hyphessobrycon pulchripinnis,2018,1000,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon pulchripinnis
Hyphessobrycon rosaceus,2018,300,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon rosaceus
Hyphessobrycon rosaceus,2019,250,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon rosaceus
Hyphessobrycon roseus,2015,60,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon roseus
Hyphessobrycon sp.,2019,500,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,NA
Hyphessobrycon sweglesi,2015,60,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi
Hyphessobrycon sweglesi,2016,390,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi
Hyphessobrycon sweglesi,2017,300,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi
Hyphessobrycon sweglesi,2018,200,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi
Hyphessobrycon sweglesi,2019,570,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon sweglesi
Hypostomus plecostomus,2015,1885,13,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
Hypostomus plecostomus,2016,1250,10,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
Hypostomus plecostomus,2017,620,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
Hypostomus plecostomus,2018,1140,6,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
Hypostomus plecostomus,2019,940,5,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
Hypostomus regani,2015,12,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus regani
Hypsophrys nicaraguensis,2018,60,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Hypsophrys,Hypsophrys nicaraguensis
Inpaichthys kerri,2016,250,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Inpaichthys,Inpaichthys kerri
Inpaichthys kerri,2018,985,4,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Inpaichthys,Inpaichthys kerri
Inpaichthys kerri,2019,350,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Inpaichthys,Inpaichthys kerri
Iriatherina werneri,2015,750,3,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Iriatherina,Iriatherina werneri
Iriatherina werneri,2016,950,5,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Iriatherina,Iriatherina werneri
Iriatherina werneri,2017,300,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Iriatherina,Iriatherina werneri
Iriatherina werneri,2018,1518,7,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Iriatherina,Iriatherina werneri
Iriatherina werneri,2019,1240,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Iriatherina,Iriatherina werneri
Jordanella floridae,2018,150,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Jordanella,Jordanella floridae
Jordanella floridae,2019,118,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Jordanella,Jordanella floridae
Julidochromis dickfeldi,2017,50,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Julidochromis,Julidochromis dickfeldi
Julidochromis marlieri,2017,50,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Julidochromis,Julidochromis marlieri
Julidochromis regani,2017,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Julidochromis,Julidochromis regani
Julidochromis transcriptus,2017,50,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Julidochromis,Julidochromis transcriptus
Koumansetta rainfordi,2015,37,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Koumansetta,Koumansetta rainfordi
Koumansetta rainfordi,2016,15,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Koumansetta,Koumansetta rainfordi
Koumansetta rainfordi,2017,42,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Koumansetta,Koumansetta rainfordi
Koumansetta rainfordi,2019,13,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Koumansetta,Koumansetta rainfordi
Kryptopterus bicirrhis,2015,3060,21,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Kryptopterus,Kryptopterus bicirrhis
Kryptopterus bicirrhis,2016,2280,13,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Kryptopterus,Kryptopterus bicirrhis
Kryptopterus bicirrhis,2017,2670,13,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Kryptopterus,Kryptopterus bicirrhis
Kryptopterus bicirrhis,2018,3835,20,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Kryptopterus,Kryptopterus bicirrhis
Kryptopterus bicirrhis,2019,1745,14,Animalia,Chordata,Actinopterygii,Siluriformes,Siluridae,Kryptopterus,Kryptopterus bicirrhis
Labeo chrysophekadion,2018,125,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo chrysophekadion
Labeo erythropterus,2015,60,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,Labeo erythropterus
Labeotropheus trewavasae,2015,20,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labeotropheus,Labeotropheus trewavasae
Labeotropheus trewavasae,2016,15,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labeotropheus,Labeotropheus trewavasae
Labeotropheus trewavasae,2017,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labeotropheus,Labeotropheus trewavasae
Labidochromis caeruleus,2015,175,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labidochromis,Labidochromis caeruleus
Labidochromis caeruleus,2016,180,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labidochromis,Labidochromis caeruleus
Labidochromis caeruleus,2017,408,5,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labidochromis,Labidochromis caeruleus
Labidochromis caeruleus,2018,240,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labidochromis,Labidochromis caeruleus
Labidochromis caeruleus,2019,315,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Labidochromis,Labidochromis caeruleus
Labroides bicolor,2016,4,4,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,Labroides bicolor
Labroides dimidiatus,2015,14,3,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,Labroides dimidiatus
Labroides dimidiatus,2016,21,4,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,Labroides dimidiatus
Labroides dimidiatus,2017,22,2,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,Labroides dimidiatus
Labroides dimidiatus,2018,10,2,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,Labroides dimidiatus
Labroides dimidiatus,2019,35,3,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labroides,Labroides dimidiatus
Lactoria cornuta,2015,5,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta
Lactoria cornuta,2016,2,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta
Lactoria cornuta,2017,18,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta
Lactoria cornuta,2018,5,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta
Lactoria cornuta,2019,7,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria cornuta
Lamprologus kungweensis,2016,50,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Lamprologus,Lamprologus kungweensis
Lamprologus ocellatus,2015,50,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Lamprologus,Lamprologus ocellatus
Lamprologus ocellatus,2016,110,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Lamprologus,Lamprologus ocellatus
Lamprologus sp.,2016,50,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Lamprologus,NA
Larabicus sp.,2016,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Larabicus,NA
Leporinus affinis,2015,60,1,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus,Leporinus affinis
Leptastrea sp.,2017,15,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,NA
Leptoria phrygia,2017,10,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Leptoria,Leptoria phrygia
Linckia laevigata,2015,30,3,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia laevigata
Linckia laevigata,2016,47,4,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia laevigata
Linckia laevigata,2017,17,2,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia laevigata
Linckia laevigata,2019,50,3,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia laevigata
Linckia sp.,2015,12,2,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,NA
Linckia sp.,2017,10,2,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,NA
Liopropoma swalesi,2015,9,1,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Liopropoma,Liopropoma swalesi
Lithopoma tectum,2015,310,3,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,Lithopoma tectum
Lithopoma tectum,2016,420,8,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,Lithopoma tectum
Lithopoma tectum,2017,450,3,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,Lithopoma tectum
Lithopoma tectum,2018,100,3,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,Lithopoma tectum
Lithopoma tectum,2019,382,5,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Lithopoma,Lithopoma tectum
Lobophyllia agaricia,2019,6,4,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,Lobophyllia agaricia
Lobophyllia hemprichii,2015,5,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,Lobophyllia hemprichii
Lobophyllia hemprichii,2017,21,4,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,Lobophyllia hemprichii
Lobophyllia hemprichii,2019,15,6,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,Lobophyllia hemprichii
Lobophyllia sp.,2015,4,4,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,NA
